Nombre de Curso,Star,Seccion,Modalidad,Edificio,Salon,Inicio,Final,Dias,Catedratico,Aux,Restricciones,Inicio_Min,Final_Min,Codigo,Nombre_Limpio,Dias_Lista
0001 ETICA PROFESIONAL,Clase normal,A,PRESENCIAL,T-1,L-II-2,12:20,13:10,"['X', None, 'X', None, 'X', None, None]",ROGELIO ALFREDO SALAZAR DE LEON,,Sin restricciones,740,790,0001,ETICA PROFESIONAL,"['Lunes', 'Miercoles', 'Viernes']"
0001 ETICA PROFESIONAL,Clase normal,P,PRESENCIAL,T-1,L-II-2,13:10,14:00,"['X', None, 'X', None, 'X', None, None]",ROGELIO ALFREDO SALAZAR DE LEON,,Sin restricciones,790,840,0001,ETICA PROFESIONAL,"['Lunes', 'Miercoles', 'Viernes']"
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,A,PRESENCIAL,T-3,410,10:40,11:30,"[None, 'X', None, 'X', None, None, None]",EDUARDO MARTIN RIVERA PÉREZ,,Sin restricciones,640,690,0005,TECNICAS DE ESTUDIO E INVESTIGACION,"['Martes', 'Jueves']"
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,B,PRESENCIAL,T-3,305,08:50,10:30,"[None, None, None, None, None, 'X', None]",EDWIN JOSUE IXPATA REYES,,Sin restricciones,530,630,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Sabado']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,C,PRESENCIAL,T-3,404,11:30,12:20,"['X', None, 'X', None, None, None, None]",INGRID MARISOL FLORES ESTRADA,,Sin restricciones,690,740,0005,TECNICAS DE ESTUDIO E INVESTIGACION,"['Lunes', 'Miercoles']"
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,D,PRESENCIAL,T-1,L-II-1,14:00,14:50,"['X', None, 'X', None, None, None, None]",CARLOS ENRIQUE GÓMEZ DONIS,,Sin restricciones,840,890,0005,TECNICAS DE ESTUDIO E INVESTIGACION,"['Lunes', 'Miercoles']"
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,F,PRESENCIAL,T-3,407,09:00,09:50,"[None, 'X', 'X', None, None, None, None]",DENNIS STANLEY BARRIOS GONZALEZ,,Sin restricciones,540,590,0005,TECNICAS DE ESTUDIO E INVESTIGACION,"['Martes', 'Miercoles']"
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,G,PRESENCIAL,T-3,412,09:00,09:50,"[None, 'X', None, 'X', None, None, None]",WILLIAM ESTUARDO ESCOBAR ARGUETA,,Sin restricciones,540,590,0005,TECNICAS DE ESTUDIO E INVESTIGACION,"['Martes', 'Jueves']"
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,H,PRESENCIAL,T-3,110,10:40,11:30,"['X', None, 'X', None, None, None, None]",CINTHYA PATRICIA ORTIZ QUIROA,,Sin restricciones,640,690,0005,TECNICAS DE ESTUDIO E INVESTIGACION,"['Lunes', 'Miercoles']"
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,J,PRESENCIAL,T-3,407,08:00,08:50,"[None, 'X', None, 'X', None, None, None]",JOSE RICARDO DE LEON SOLIS,,Sin restricciones,480,530,0005,TECNICAS DE ESTUDIO E INVESTIGACION,"['Martes', 'Jueves']"
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,K,VIRTUAL,MEET,VIRTUAL,15:40,17:20,"['X', None, None, None, None, None, None]",KENNETH LUBECK CORADO ESQUIVEL,,Sin restricciones,940,1040,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Lunes']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,N,PRESENCIAL,T-3,401,17:20,19:00,"[None, 'X', None, None, None, None, None]",EDGAR YANUARIO LAJ HUN,,Sin restricciones,1040,1140,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Martes']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,O,PRESENCIAL,T-3,410,14:50,16:30,"[None, 'X', None, None, None, None, None]",EDGAR YANUARIO LAJ HUN,,Sin restricciones,890,990,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Martes']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,Clase normal,P,PRESENCIAL,T-3,404,15:40,16:30,"['X', None, 'X', None, None, None, None]",INGRID MARISOL FLORES ESTRADA,,Sin restricciones,940,990,0005,TECNICAS DE ESTUDIO E INVESTIGACION,"['Lunes', 'Miercoles']"
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,A,PRESENCIAL,T-7,101,08:50,09:40,"[None, None, None, None, None, 'X', None]",KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones,530,580,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Sabado']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,B,PRESENCIAL,T-7,101,10:30,11:20,"[None, None, None, None, None, 'X', None]",KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones,630,680,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Sabado']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,C,PRESENCIAL,T-7,101,08:00,08:50,"[None, None, None, None, None, 'X', None]",KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones,480,530,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Sabado']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,D,PRESENCIAL,T-7,101,09:40,10:30,"[None, None, None, None, None, 'X', None]",KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones,580,630,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Sabado']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,F,PRESENCIAL,T-7,101,08:00,08:50,"[None, None, None, None, None, 'X', None]",KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones,480,530,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Sabado']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,G,PRESENCIAL,T-7,101,11:20,12:10,"[None, None, None, None, None, 'X', None]",KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones,680,730,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Sabado']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,H,PRESENCIAL,T-3,404,13:10,14:00,"['X', None, None, None, None, None, None]",INGRID MARISOL FLORES ESTRADA,,Sin restricciones,790,840,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Lunes']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,J,PRESENCIAL,T-7,101,13:50,14:40,"[None, None, None, None, None, 'X', None]",KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones,830,880,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Sabado']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,K,PRESENCIAL,T-3,410,13:10,14:00,"[None, None, 'X', None, None, None, None]",INGRID MARISOL FLORES ESTRADA,,Sin restricciones,790,840,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Miercoles']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,N,PRESENCIAL,T-7,101,12:10,13:00,"[None, None, None, None, None, 'X', None]",KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones,730,780,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Sabado']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,O,PRESENCIAL,T-7,101,14:40,15:30,"[None, None, None, None, None, 'X', None]",KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones,880,930,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Sabado']
0005 TECNICAS DE ESTUDIO E INVESTIGACION,laboratorio,P,PRESENCIAL,T-7,101,14:40,15:30,"[None, None, None, None, None, 'X', None]",KENNETH ISSUR ESTRADA RUIZ,,Sin restricciones,880,930,0005,TECNICAS DE ESTUDIO E INVESTIGACION,['Sabado']
0006 IDIOMA TECNICO 1,Clase normal,A,PRESENCIAL,T-7,101,09:50,11:30,"[None, 'X', None, 'X', None, None, None]",ERICKA NATHALIE LOPEZ TORRES,KARLA JUDITH MONZÓN BARRERA,Sin restricciones,590,690,0006,IDIOMA TECNICO 1,"['Martes', 'Jueves']"
0006 IDIOMA TECNICO 1,Clase normal,N,PRESENCIAL,T-3,110,13:10,14:00,"['X', 'X', 'X', 'X', None, None, None]",HELEN JEANNETH MARTÍNEZ SUM,KARLA JUDITH MONZÓN BARRERA,Sin restricciones,790,840,0006,IDIOMA TECNICO 1,"['Lunes', 'Martes', 'Miercoles', 'Jueves']"
0006 IDIOMA TECNICO 1,Clase normal,O,PRESENCIAL,T-3,412,15:40,16:30,"['X', 'X', 'X', 'X', None, None, None]",HELEN JEANNETH MARTÍNEZ SUM,,Sin restricciones,940,990,0006,IDIOMA TECNICO 1,"['Lunes', 'Martes', 'Miercoles', 'Jueves']"
0008 IDIOMA TECNICO 2,Clase normal,A,PRESENCIAL,T-3,410,09:00,09:50,"['X', 'X', 'X', 'X', None, None, None]",SORAYA DEL ROSARIO MARTINEZ SUM,KARLA JUDITH MONZÓN BARRERA,Sin restricciones,540,590,0008,IDIOMA TECNICO 2,"['Lunes', 'Martes', 'Miercoles', 'Jueves']"
0008 IDIOMA TECNICO 2,Clase normal,B,PRESENCIAL,T-7,101,09:50,11:30,"['X', None, 'X', None, None, None, None]",ERICKA NATHALIE LOPEZ TORRES,,Sin restricciones,590,690,0008,IDIOMA TECNICO 2,"['Lunes', 'Miercoles']"
0008 IDIOMA TECNICO 2,Clase normal,C,PRESENCIAL,T-3,411,09:50,11:30,"[None, 'X', None, 'X', None, None, None]",CARLOS LEONEL MUÑOZ LEMUS,,Sin restricciones,590,690,0008,IDIOMA TECNICO 2,"['Martes', 'Jueves']"
0008 IDIOMA TECNICO 2,Clase normal,D,PRESENCIAL,T-3,112,11:30,13:10,"['X', None, 'X', None, None, None, None]",CARLOS LEONEL MUÑOZ LEMUS,CAMILA DEL ROSARIO DOMINGUEZ RODRÍGUEZ,Sin restricciones,690,790,0008,IDIOMA TECNICO 2,"['Lunes', 'Miercoles']"
0008 IDIOMA TECNICO 2,Clase normal,E,PRESENCIAL,T-7,101,11:30,13:10,"[None, 'X', None, 'X', None, None, None]",ERICKA NATHALIE LOPEZ TORRES,CAMILA DEL ROSARIO DOMINGUEZ RODRÍGUEZ,Sin restricciones,690,790,0008,IDIOMA TECNICO 2,"['Martes', 'Jueves']"
0008 IDIOMA TECNICO 2,Clase normal,N,PRESENCIAL,T-3,404,14:50,15:40,"['X', 'X', 'X', 'X', None, None, None]",HELEN JEANNETH MARTÍNEZ SUM,CAMILA DEL ROSARIO DOMINGUEZ RODRÍGUEZ,Sin restricciones,890,940,0008,IDIOMA TECNICO 2,"['Lunes', 'Martes', 'Miercoles', 'Jueves']"
0009 IDIOMA TECNICO 3,Clase normal,A,PRESENCIAL,T-3,305,09:00,09:50,"['X', 'X', 'X', 'X', None, None, None]",CARLOS LEONEL MUÑOZ LEMUS,,Sin restricciones,540,590,0009,IDIOMA TECNICO 3,"['Lunes', 'Martes', 'Miercoles', 'Jueves']"
0009 IDIOMA TECNICO 3,Clase normal,N,HÍBRIDA,HIBR,VIRTUAL,14:00,15:40,"['X', None, 'X', None, None, None, None]",ERICKA NATHALIE LOPEZ TORRES,,Sin restricciones,840,940,0009,IDIOMA TECNICO 3,"['Lunes', 'Miercoles']"
0010 LOGICA,Clase normal,A,PRESENCIAL,S-12,103,08:00,08:50,"[None, 'X', None, 'X', None, None, None]",ROGELIO ALFREDO SALAZAR DE LEON,,Sin restricciones,480,530,0010,LOGICA,"['Martes', 'Jueves']"
0010 LOGICA,Clase normal,B,PRESENCIAL,S-12,108,09:50,10:40,"[None, 'X', None, 'X', None, None, None]",ROGELIO ALFREDO SALAZAR DE LEON,,Sin restricciones,590,640,0010,LOGICA,"['Martes', 'Jueves']"
0010 LOGICA,Clase normal,C,PRESENCIAL,S-12,105,09:00,09:50,"['X', None, 'X', None, None, None, None]",ROGELIO ALFREDO SALAZAR DE LEON,,Sin restricciones,540,590,0010,LOGICA,"['Lunes', 'Miercoles']"
0010 LOGICA,Clase normal,D,PRESENCIAL,S-12,305,10:40,11:30,"['X', None, 'X', None, None, None, None]",ROGELIO ALFREDO SALAZAR DE LEON,,Sin restricciones,640,690,0010,LOGICA,"['Lunes', 'Miercoles']"
0010 LOGICA,Clase normal,N,PRESENCIAL,T-3,315,16:30,17:20,"[None, 'X', None, 'X', None, None, None]",MILDRED CATALINA HERNANDEZ ROLDAN,,Sin restricciones,990,1040,0010,LOGICA,"['Martes', 'Jueves']"
0010 LOGICA,Clase normal,P,PRESENCIAL,T-3,315,17:20,18:10,"[None, 'X', None, 'X', None, None, None]",MILDRED CATALINA HERNANDEZ ROLDAN,,Sin restricciones,1040,1090,0010,LOGICA,"['Martes', 'Jueves']"
0010 LOGICA,Clase normal,Q,PRESENCIAL,T-3,315,16:30,17:20,"['X', None, 'X', None, None, None, None]",MILDRED CATALINA HERNANDEZ ROLDAN,,Sin restricciones,990,1040,0010,LOGICA,"['Lunes', 'Miercoles']"
0010 LOGICA,Clase normal,R,PRESENCIAL,T-3,315,17:20,18:10,"['X', None, 'X', None, None, None, None]",MILDRED CATALINA HERNANDEZ ROLDAN,,Sin restricciones,1040,1090,0010,LOGICA,"['Lunes', 'Miercoles']"
0010 LOGICA,Clase normal,S,PRESENCIAL,T-3,315,18:10,19:00,"['X', None, 'X', None, None, None, None]",MILDRED CATALINA HERNANDEZ ROLDAN,,Sin restricciones,1090,1140,0010,LOGICA,"['Lunes', 'Miercoles']"
0010 LOGICA,Clase normal,U,PRESENCIAL,T-3,315,18:10,19:00,"[None, 'X', None, 'X', None, None, None]",MILDRED CATALINA HERNANDEZ ROLDAN,,Sin restricciones,1090,1140,0010,LOGICA,"['Martes', 'Jueves']"
0011 IDIOMA TECNICO 4,Clase normal,A,PRESENCIAL,T-3,404,11:30,13:10,"[None, 'X', None, 'X', None, None, None]",CARLOS LEONEL MUÑOZ LEMUS,KARLA JUDITH MONZÓN BARRERA,Sin restricciones,690,790,0011,IDIOMA TECNICO 4,"['Martes', 'Jueves']"
0011 IDIOMA TECNICO 4,Clase normal,N,PRESENCIAL,T-3,404,14:00,14:50,"['X', 'X', 'X', 'X', None, None, None]",HELEN JEANNETH MARTÍNEZ SUM,CAMILA DEL ROSARIO DOMINGUEZ RODRÍGUEZ,Sin restricciones,840,890,0011,IDIOMA TECNICO 4,"['Lunes', 'Martes', 'Miercoles', 'Jueves']"
0014 ECONOMIA,Clase normal,A+,VIRTUAL,MEET,VIRTUAL,10:30,12:10,"[None, None, None, None, None, 'X', None]",ILEANA GUISELA RALDA R. DE ILLESCAS,HARRY AARON GÓMEZ SANIC,Ver Restricciones,630,730,0014,ECONOMIA,['Sabado']
0014 ECONOMIA,Clase normal,A-,VIRTUAL,MEET,VIRTUAL,10:30,12:10,"[None, None, None, None, None, 'X', None]",EVELYN CAROLINA MORALES RUIZ,MARLON JAVIER CABRERA MONTENEGRO,Ver Restricciones,630,730,0014,ECONOMIA,['Sabado']
0017 AREA SOCIAL HUMANISTICA 1,Clase normal,A,PRESENCIAL,S-12,108,09:00,09:50,"['X', 'X', 'X', None, 'X', None, None]",MONICA MARLENI QUIÑONEZ ANDRADE,RICARDO ENRIQUE CONTRERAS LEMUS,Sin restricciones,540,590,0017,AREA SOCIAL HUMANISTICA 1,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0017 AREA SOCIAL HUMANISTICA 1,Clase normal,H,PRESENCIAL,S-12,106,09:00,09:50,"['X', 'X', 'X', None, 'X', None, None]",ANA VELA CASTRO MELLADO,,Sin restricciones,540,590,0017,AREA SOCIAL HUMANISTICA 1,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,A,PRESENCIAL,S-12,310,10:40,11:30,"['X', 'X', 'X', None, 'X', None, None]",MONICA MARLENI QUIÑONEZ ANDRADE,,Sin restricciones,640,690,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,C,PRESENCIAL,S-12,104,08:00,08:50,"['X', 'X', 'X', None, 'X', None, None]",ANA VELA CASTRO MELLADO,,Sin restricciones,480,530,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,D,PRESENCIAL,S-12,301,09:50,10:40,"['X', 'X', 'X', None, 'X', None, None]",CRISTOBAL MARDOQUEO ARRIOLA MAIREN,RICARDO ENRIQUE CONTRERAS LEMUS,Sin restricciones,590,640,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,E,PRESENCIAL,S-12,405,10:40,11:30,"['X', 'X', 'X', None, 'X', None, None]",PEDRO RAFAEL MORAN ARAGON,,Sin restricciones,640,690,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,F,PRESENCIAL,S-12,108,08:00,08:50,"['X', 'X', 'X', None, 'X', None, None]",MONICA MARLENI QUIÑONEZ ANDRADE,,Sin restricciones,480,530,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,G,PRESENCIAL,S-12,305,08:00,08:50,"['X', 'X', 'X', None, 'X', None, None]",EDGAR HAROLDO TORRES SOTO,,Sin restricciones,480,530,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,H,PRESENCIAL,S-12,408,09:00,09:50,"['X', 'X', 'X', None, 'X', None, None]",PEDRO RAFAEL MORAN ARAGON,,Sin restricciones,540,590,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,I,PRESENCIAL,T-3,114,13:10,14:00,"['X', 'X', 'X', None, 'X', None, None]",CRISTOBAL MARDOQUEO ARRIOLA MAIREN,,Sin restricciones,790,840,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,J,PRESENCIAL,S-12,310,11:30,12:20,"['X', 'X', 'X', None, 'X', None, None]",MONICA MARLENI QUIÑONEZ ANDRADE,FRANCISCO ERNESTO CARVAJAL CASTILLO,Sin restricciones,690,740,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,K,PRESENCIAL,S-12,104,11:30,12:20,"['X', 'X', 'X', None, 'X', None, None]",CRISTOBAL MARDOQUEO ARRIOLA MAIREN,,Sin restricciones,690,740,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,L,PRESENCIAL,S-12,303,09:50,10:40,"['X', 'X', 'X', None, 'X', None, None]",PEDRO RAFAEL MORAN ARAGON,,Sin restricciones,590,640,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,M,PRESENCIAL,S-12,103,07:10,08:00,"['X', 'X', 'X', None, 'X', None, None]",HILDA MYRIAM MÉNDEZ CASTILLO DE AVILA,,Sin restricciones,430,480,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,N,PRESENCIAL,T-3,113,13:10,14:00,"['X', 'X', 'X', None, 'X', None, None]",HILDA MYRIAM MÉNDEZ CASTILLO DE AVILA,,Sin restricciones,790,840,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,P,PRESENCIAL,T-3,112,14:00,14:50,"['X', 'X', 'X', None, 'X', None, None]",ANA VELA CASTRO MELLADO,,Sin restricciones,840,890,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0019 AREA SOCIAL HUMANISTICA 2,Clase normal,X,PRESENCIAL,S-12,103,10:40,11:30,"['X', 'X', 'X', None, 'X', None, None]",EDGAR HAROLDO TORRES SOTO,,Sin restricciones,640,690,0019,AREA SOCIAL HUMANISTICA 2,"['Lunes', 'Martes', 'Miercoles', 'Viernes']"
0022 PSICOLOGIA INDUSTRIAL,Clase normal,A,PRESENCIAL,T-3,114,08:00,08:50,"[None, 'X', None, 'X', None, None, None]",OTTO LEONEL SUÁREZ MOTA,LUIS CARLOS ARDÓN DE LA ROSA,Sin restricciones,480,530,0022,PSICOLOGIA INDUSTRIAL,"['Martes', 'Jueves']"
0022 PSICOLOGIA INDUSTRIAL,Clase normal,B,HÍBRIDA,HIBR,VIRTUAL,08:00,08:50,"[None, 'X', None, 'X', None, None, None]",MIRIAM PATRICIA RUBIO CONTRERAS DE AKU,,Sin restricciones,480,530,0022,PSICOLOGIA INDUSTRIAL,"['Martes', 'Jueves']"
0022 PSICOLOGIA INDUSTRIAL,Clase normal,C,PRESENCIAL,T-3,114,08:50,09:40,"[None, 'X', None, 'X', None, None, None]",OTTO LEONEL SUÁREZ MOTA,LUIS CARLOS ARDÓN DE LA ROSA,Sin restricciones,530,580,0022,PSICOLOGIA INDUSTRIAL,"['Martes', 'Jueves']"
0022 PSICOLOGIA INDUSTRIAL,Clase normal,D,HÍBRIDA,HIBR,VIRTUAL,08:50,09:40,"[None, 'X', None, 'X', None, None, None]",MIRIAM PATRICIA RUBIO CONTRERAS DE AKU,,Sin restricciones,530,580,0022,PSICOLOGIA INDUSTRIAL,"['Martes', 'Jueves']"
0022 PSICOLOGIA INDUSTRIAL,Clase normal,N+,PRESENCIAL,T-3,112,17:20,18:10,"[None, 'X', None, 'X', None, None, None]",KARLA LIZBETH MARTÍNEZ VARGAS,,Ver Restricciones,1040,1090,0022,PSICOLOGIA INDUSTRIAL,"['Martes', 'Jueves']"
0022 PSICOLOGIA INDUSTRIAL,Clase normal,N-,PRESENCIAL,T-3,109,17:20,18:10,"[None, 'X', None, 'X', None, None, None]",ERWIN DANILO GONZALEZ TREJO,,Ver Restricciones,1040,1090,0022,PSICOLOGIA INDUSTRIAL,"['Martes', 'Jueves']"
0022 PSICOLOGIA INDUSTRIAL,Clase normal,P,PRESENCIAL,T-3,112,18:10,19:00,"[None, 'X', None, 'X', None, None, None]",KARLA LIZBETH MARTÍNEZ VARGAS,,Sin restricciones,1090,1140,0022,PSICOLOGIA INDUSTRIAL,"['Martes', 'Jueves']"
0027 BIOLOGIA,Clase normal,N,PRESENCIAL,T-5,302,15:40,16:30,"['X', None, 'X', None, 'X', None, None]",PABLO ENRIQUE MORALES PANIAGUA,,Sin restricciones,940,990,0027,BIOLOGIA,"['Lunes', 'Miercoles', 'Viernes']"
0028 ECOLOGIA,Clase normal,A+,PRESENCIAL,T-3,316,10:40,11:30,"['X', None, 'X', None, 'X', None, None]",MARILYN CARIBEL ROJAS MALDONADO,,Ver Restricciones,640,690,0028,ECOLOGIA,"['Lunes', 'Miercoles', 'Viernes']"
0028 ECOLOGIA,Clase normal,A-,PRESENCIAL,T-3,401,10:40,11:30,"['X', None, 'X', None, 'X', None, None]",GERARDO ORDONEZ,JONATHAN ANDRÉS CASTRO AGUILAR,Ver Restricciones,640,690,0028,ECOLOGIA,"['Lunes', 'Miercoles', 'Viernes']"
0028 ECOLOGIA,Clase normal,N+,PRESENCIAL,T-3,401,14:00,14:50,"['X', None, 'X', None, 'X', None, None]",GERARDO ORDONEZ,BRAULIA AZUCENA GÓMEZ ZULETA,Ver Restricciones,840,890,0028,ECOLOGIA,"['Lunes', 'Miercoles', 'Viernes']"
0028 ECOLOGIA,Clase normal,N-,PRESENCIAL,T-3,410,14:00,14:50,"['X', None, 'X', None, 'X', None, None]",CINTHYA PATRICIA ORTIZ QUIROA,,Ver Restricciones,840,890,0028,ECOLOGIA,"['Lunes', 'Miercoles', 'Viernes']"
0028 ECOLOGIA,Clase normal,O,PRESENCIAL,T-3,401,15:40,16:30,"['X', None, 'X', None, 'X', None, None]",DAVID SAMUEL FIORINI MORALES,,Sin restricciones,940,990,0028,ECOLOGIA,"['Lunes', 'Miercoles', 'Viernes']"
0028 ECOLOGIA,Clase normal,P,PRESENCIAL,T-3,401,16:30,17:20,"['X', None, 'X', None, 'X', None, None]",DAVID SAMUEL FIORINI MORALES,,Sin restricciones,990,1040,0028,ECOLOGIA,"['Lunes', 'Miercoles', 'Viernes']"
0028 ECOLOGIA,Clase normal,Q,PRESENCIAL,T-3,214,19:00,19:50,"['X', None, 'X', None, 'X', None, None]",JAIME DOMINGO CARRANZA GONZALEZ,,Sin restricciones,1140,1190,0028,ECOLOGIA,"['Lunes', 'Miercoles', 'Viernes']"
0030 GEOGRAFIA,Clase normal,A,HÍBRIDA,HIBR,VIRTUAL,07:10,08:50,"[None, 'X', None, None, None, None, None]",ALAN GIOVANI COSILLO PINTO,,Sin restricciones,430,530,0030,GEOGRAFIA,['Martes']
0030 GEOGRAFIA,Clase normal,B,HÍBRIDA,HIBR,VIRTUAL,09:00,10:40,"[None, None, None, 'X', None, None, None]",ALAN GIOVANI COSILLO PINTO,,Sin restricciones,540,640,0030,GEOGRAFIA,['Jueves']
0030 GEOGRAFIA,Clase normal,N,HÍBRIDA,HIBR,VIRTUAL,19:00,20:40,"[None, None, None, 'X', None, None, None]",ALAN GIOVANI COSILLO PINTO,,Sin restricciones,1140,1240,0030,GEOGRAFIA,['Jueves']
0040 DEPORTES 2,Clase normal,A,PRESENCIAL,T-3,317,13:10,14:00,"[None, None, None, None, 'X', None, None]",MARIO ENRIQUE RIVERA GONZALEZ,KAREN SUSANA MARTÍNEZ SANTOS,Sin restricciones,790,840,0040,DEPORTES 2,['Viernes']
0040 DEPORTES 2,Clase normal,B,PRESENCIAL,T-3,317,11:30,12:20,"[None, 'X', None, None, None, None, None]",MARIO ENRIQUE RIVERA GONZALEZ,JOSÉ EMANUEL SALAZAR CANO,Sin restricciones,690,740,0040,DEPORTES 2,['Martes']
0040 DEPORTES 2,Clase normal,C,PRESENCIAL,T-3,317,11:30,12:20,"[None, 'X', None, None, None, None, None]",NOEL JOEL GRAMAJO MONTERROSO,KAREN SUSANA MARTÍNEZ SANTOS,Sin restricciones,690,740,0040,DEPORTES 2,['Martes']
0040 DEPORTES 2,Clase normal,D,PRESENCIAL,T-3,317,10:40,11:30,"[None, 'X', None, None, None, None, None]",NOEL JOEL GRAMAJO MONTERROSO,KAREN SUSANA MARTÍNEZ SANTOS,Sin restricciones,640,690,0040,DEPORTES 2,['Martes']
0040 DEPORTES 2,Clase normal,E,PRESENCIAL,T-3,317,14:00,14:50,"[None, None, None, None, 'X', None, None]",NOEL JOEL GRAMAJO MONTERROSO,JOSÉ EMANUEL SALAZAR CANO,Sin restricciones,840,890,0040,DEPORTES 2,['Viernes']
