Nombre de Curso,Star,Seccion,Modalidad,Edificio,Salon,Inicio,Final,Dias,Catedratico,Aux,Restricciones,Inicio_Min,Final_Min,Codigo,Nombre_Limpio,Dias_Lista
0388 LABORATORIO DE FISICO QUIMICA 2,Clase normal,B,PRESENCIAL,T-5,LAB-F-Q,11:30,14:50,"[None, 'X', None, None, None, None, None]",CESAR ARIEL VILLELA RODAS,LESLY JOHANA RUÍZ MARROQUÍN,Sin restricciones,690,890,0388,LABORATORIO DE FISICO QUIMICA 2,['Martes']
0388 LABORATORIO DE FISICO QUIMICA 2,Clase normal,N,PRESENCIAL,T-5,LAB-F-Q,15:40,19:00,"[None, 'X', None, None, None, None, None]",WILLIAM EDUARDO FAGIANI CRUZ,DIEGO ALEJANDRO BORRAYO RUÍZ,Sin restricciones,940,1140,0388,LABORATORIO DE FISICO QUIMICA 2,['Martes']
0390 TERMODINAMICA 1,Clase normal,M,PRESENCIAL,T-7,301,13:10,14:00,"['X', None, 'X', None, 'X', None, None]",ESDRAS FELICIANO MIRANDA OROZCO,VICTOR NOÉ PÉREZ CORONADO,Sin restricciones,790,840,0390,TERMODINAMICA 1,"['Lunes', 'Miercoles', 'Viernes']"
0390 TERMODINAMICA 1,Clase normal,N+,PRESENCIAL,T-3,407,15:40,16:30,"['X', None, 'X', None, 'X', None, None]",FREDY MAURICIO MONROY PERALTA,,Ver Restricciones,940,990,0390,TERMODINAMICA 1,"['Lunes', 'Miercoles', 'Viernes']"
0390 TERMODINAMICA 1,Clase normal,N-,PRESENCIAL,T-7,301,15:40,16:30,"['X', None, 'X', None, 'X', None, None]",ESDRAS FELICIANO MIRANDA OROZCO,,Ver Restricciones,940,990,0390,TERMODINAMICA 1,"['Lunes', 'Miercoles', 'Viernes']"
0390 TERMODINAMICA 1,Clase normal,Q+,PRESENCIAL,T-7,301,19:50,20:40,"['X', None, 'X', None, 'X', None, None]",LUIS ALFREDO ASTURIAS ZUNIGA,,Ver Restricciones,1190,1240,0390,TERMODINAMICA 1,"['Lunes', 'Miercoles', 'Viernes']"
0390 TERMODINAMICA 1,Clase normal,Q-,PRESENCIAL,T-3,407,19:50,20:40,"['X', None, 'X', None, 'X', None, None]",FREDY MAURICIO MONROY PERALTA,,Ver Restricciones,1190,1240,0390,TERMODINAMICA 1,"['Lunes', 'Miercoles', 'Viernes']"
0390 TERMODINAMICA 1,trabajo dirigido,M,PRESENCIAL,T-7,301,14:00,14:50,"[None, 'X', None, 'X', None, None, None]",LUIS EDUARDO CORONADO NOJ,,Sin restricciones,840,890,0390,TERMODINAMICA 1,"['Martes', 'Jueves']"
0390 TERMODINAMICA 1,trabajo dirigido,N+,PRESENCIAL,T-7,301,15:40,16:30,"[None, 'X', None, 'X', None, None, None]",LUIS ALFREDO ASTURIAS ZUNIGA,,Ver Restricciones,940,990,0390,TERMODINAMICA 1,"['Martes', 'Jueves']"
0390 TERMODINAMICA 1,trabajo dirigido,N-,PRESENCIAL,T-7,106,16:30,17:20,"[None, 'X', None, 'X', None, None, None]",ESDRAS FELICIANO MIRANDA OROZCO,,Ver Restricciones,990,1040,0390,TERMODINAMICA 1,"['Martes', 'Jueves']"
0390 TERMODINAMICA 1,trabajo dirigido,Q+,PRESENCIAL,T-7,101,19:50,20:40,"[None, 'X', None, 'X', None, None, None]",MYNOR RODERICO FIGUEROA FUENTES,,Ver Restricciones,1190,1240,0390,TERMODINAMICA 1,"['Martes', 'Jueves']"
0390 TERMODINAMICA 1,trabajo dirigido,Q-,PRESENCIAL,T-7,101,19:50,20:40,"[None, 'X', None, 'X', None, None, None]",MYNOR RODERICO FIGUEROA FUENTES,,Ver Restricciones,1190,1240,0390,TERMODINAMICA 1,"['Martes', 'Jueves']"
0392 TERMODINAMICA 2,Clase normal,A,PRESENCIAL,T-7,202,11:30,12:20,"['X', None, 'X', None, 'X', None, None]",ROBERTO GUZMAN ORTIZ,TAREK MAURICIO MONCADA SÁNCHEZ,Sin restricciones,690,740,0392,TERMODINAMICA 2,"['Lunes', 'Miercoles', 'Viernes']"
0392 TERMODINAMICA 2,Clase normal,N+,PRESENCIAL,T-7,301,17:20,18:10,"['X', None, 'X', None, 'X', None, None]",MYNOR RODERICO FIGUEROA FUENTES,,Ver Restricciones,1040,1090,0392,TERMODINAMICA 2,"['Lunes', 'Miercoles', 'Viernes']"
0392 TERMODINAMICA 2,Clase normal,N-,PRESENCIAL,T-7,202,17:20,18:10,"['X', None, 'X', None, 'X', None, None]",ROBERTO GUZMAN ORTIZ,,Ver Restricciones,1040,1090,0392,TERMODINAMICA 2,"['Lunes', 'Miercoles', 'Viernes']"
0392 TERMODINAMICA 2,trabajo dirigido,A,PRESENCIAL,T-7,202,12:20,13:10,"[None, 'X', None, 'X', None, None, None]",ROBERTO GUZMAN ORTIZ,,Sin restricciones,740,790,0392,TERMODINAMICA 2,"['Martes', 'Jueves']"
0392 TERMODINAMICA 2,trabajo dirigido,N+,PRESENCIAL,T-7,101,16:30,17:20,"[None, 'X', None, 'X', None, None, None]",MILTON ALEXANDER FUENTES OROZCO,,Ver Restricciones,990,1040,0392,TERMODINAMICA 2,"['Martes', 'Jueves']"
0392 TERMODINAMICA 2,trabajo dirigido,N-,PRESENCIAL,T-7,101,16:30,17:20,"[None, 'X', None, 'X', None, None, None]",MILTON ALEXANDER FUENTES OROZCO,,Ver Restricciones,990,1040,0392,TERMODINAMICA 2,"['Martes', 'Jueves']"
0394 TERMODINAMICA 3,Clase normal,A,PRESENCIAL,T-5,302,11:30,12:20,"['X', None, 'X', None, 'X', None, None]",ANA RUFINA HERRERA SOTO,,Sin restricciones,690,740,0394,TERMODINAMICA 3,"['Lunes', 'Miercoles', 'Viernes']"
0394 TERMODINAMICA 3,Clase normal,N,PRESENCIAL,T-3,214,18:10,19:00,"['X', None, 'X', None, 'X', None, None]",ANA RUFINA HERRERA SOTO,,Sin restricciones,1090,1140,0394,TERMODINAMICA 3,"['Lunes', 'Miercoles', 'Viernes']"
0396 TERMODINAMICA 4,Clase normal,N,VIRTUAL,MEET,VIRTUAL,18:10,19:00,"['X', None, 'X', None, 'X', None, None]",ADOLFO NARCISO GRAMAJO ANTONIO,LESLY JOHANA RUÍZ MARROQUÍN,Sin restricciones,1090,1140,0396,TERMODINAMICA 4,"['Lunes', 'Miercoles', 'Viernes']"
0398 CINETICA DE PROCESOS QUIMICOS,Clase normal,N,VIRTUAL,MEET,VIRTUAL,19:00,19:50,"['X', None, 'X', None, 'X', None, None]",ADOLFO NARCISO GRAMAJO ANTONIO,,Sin restricciones,1140,1190,0398,CINETICA DE PROCESOS QUIMICOS,"['Lunes', 'Miercoles', 'Viernes']"
0409 SEPARACION POR MEDIO DE MEMBRANAS SELECTIVAS,Clase normal,N,PRESENCIAL,T-5,302,19:00,20:40,"[None, 'X', None, None, None, None, None]",ANA GLORIA MONTES PEÑA,,Sin restricciones,1140,1240,0409,SEPARACION POR MEDIO DE MEMBRANAS SELECTIVAS,['Martes']
0410 BALANCE DE MASA Y ENERGIA,Clase normal,A,PRESENCIAL,T-5,302,08:00,08:50,"['X', None, 'X', None, 'X', None, None]",ORLANDO POSADAS VALDEZ,,Sin restricciones,480,530,0410,BALANCE DE MASA Y ENERGIA,"['Lunes', 'Miercoles', 'Viernes']"
0410 BALANCE DE MASA Y ENERGIA,Clase normal,B,PRESENCIAL,T-5,303,08:00,08:50,"['X', None, 'X', None, 'X', None, None]",SERGIO ALEJANDRO RECINOS,,Sin restricciones,480,530,0410,BALANCE DE MASA Y ENERGIA,"['Lunes', 'Miercoles', 'Viernes']"
0410 BALANCE DE MASA Y ENERGIA,Clase normal,N,PRESENCIAL,T-5,302,17:20,18:10,"['X', None, 'X', None, 'X', None, None]",ORLANDO POSADAS VALDEZ,,Sin restricciones,1040,1090,0410,BALANCE DE MASA Y ENERGIA,"['Lunes', 'Miercoles', 'Viernes']"
0412 FLUJO DE FLUIDOS,Clase normal,A,PRESENCIAL,T-5,303,09:50,10:40,"['X', None, 'X', None, 'X', None, None]",PABLO ENRIQUE MORALES PANIAGUA,,Sin restricciones,590,640,0412,FLUJO DE FLUIDOS,"['Lunes', 'Miercoles', 'Viernes']"
0412 FLUJO DE FLUIDOS,Clase normal,N,PRESENCIAL,T-5,302,16:30,17:20,"['X', None, 'X', None, 'X', None, None]",PABLO ENRIQUE MORALES PANIAGUA,,Sin restricciones,990,1040,0412,FLUJO DE FLUIDOS,"['Lunes', 'Miercoles', 'Viernes']"
0414 IQ-3 TRANSFERENCIA DE CALOR,Clase normal,N,PRESENCIAL,T-5,303,15:40,16:30,"['X', None, 'X', None, 'X', None, None]",JORGE EMILIO GODINEZ LEMUS,ERVIN HUMBERTO LÓPEZ DE LEÓN,Sin restricciones,940,990,0414,IQ-3 TRANSFERENCIA DE CALOR,"['Lunes', 'Miercoles', 'Viernes']"
0416 IQ-4 TRANSFERENCIA DE MASA,Clase normal,N,VIRTUAL,MEET,VIRTUAL,16:30,17:20,"['X', None, 'X', None, 'X', None, None]",WILLIAMS GUILLERMO ALVAREZ MEJIA,MIRNA VIOLETA PÉREZ DE LEÓN,Sin restricciones,990,1040,0416,IQ-4 TRANSFERENCIA DE MASA,"['Lunes', 'Miercoles', 'Viernes']"
0418 IQ-5 TRANSFERENCIA DE MASA EN UNIDADES CONTINUAS,Clase normal,N,VIRTUAL,MEET,VIRTUAL,17:20,18:10,"['X', None, 'X', None, 'X', None, None]",KAREN NOELIA HERNÁNDEZ AVILA,,Sin restricciones,1040,1090,0418,IQ-5 TRANSFERENCIA DE MASA EN UNIDADES CONTINUAS,"['Lunes', 'Miercoles', 'Viernes']"
0421 GESTION TOTAL DE LA CALIDAD,Clase normal,N,VIRTUAL,MEET,VIRTUAL,18:10,19:50,"[None, 'X', None, None, None, None, None]",DINNA LISSETTE ESTRADA MOREIRA DE ROSSAL,KARLA MARÍA CARRANZA MORALES,Sin restricciones,1090,1190,0421,GESTION TOTAL DE LA CALIDAD,['Martes']
0423 EXTRACCIONES INDUSTRIALES,Clase normal,N,HÍBRIDA,HIBR,VIRTUAL,14:00,15:40,"[None, None, None, 'X', None, None, None]",MARIO JOSE MERIDA MERE,,Sin restricciones,840,940,0423,EXTRACCIONES INDUSTRIALES,['Jueves']
0423 EXTRACCIONES INDUSTRIALES,laboratorio,N,HÍBRIDA,HIBR,VIRTUAL,15:40,17:20,"[None, None, None, 'X', None, None, None]",MARIO JOSE MERIDA MERE,,Sin restricciones,940,1040,0423,EXTRACCIONES INDUSTRIALES,['Jueves']
0428 LABORATORIO DE INGENIERIA QUIMICA 1,Clase normal,A,PRESENCIAL,T-5,L-OP-UNI,08:00,12:10,"[None, 'X', None, None, None, None, None]",JORGE EMILIO GODINEZ LEMUS,ERVIN HUMBERTO LÓPEZ DE LEÓN,Sin restricciones,480,730,0428,LABORATORIO DE INGENIERIA QUIMICA 1,['Martes']
0428 LABORATORIO DE INGENIERIA QUIMICA 1,Clase normal,B,PRESENCIAL,T-5,L-OP-UNI,08:00,12:10,"[None, None, None, 'X', None, None, None]",JORGE EMILIO GODINEZ LEMUS,ERVIN HUMBERTO LÓPEZ DE LEÓN,Sin restricciones,480,730,0428,LABORATORIO DE INGENIERIA QUIMICA 1,['Jueves']
0428 LABORATORIO DE INGENIERIA QUIMICA 1,Clase normal,N,PRESENCIAL,T-5,L-OP-UNI,12:10,16:20,"[None, None, None, None, None, 'X', None]",KAREN NOELIA HERNÁNDEZ AVILA,ERVIN HUMBERTO LÓPEZ DE LEÓN,Sin restricciones,730,980,0428,LABORATORIO DE INGENIERIA QUIMICA 1,['Sabado']
0430 LABORATORIO DE INGENIERIA QUIMICA 2,Clase normal,A,PRESENCIAL,T-5,L-OP-UNI,07:10,11:20,"[None, None, None, None, None, 'X', None]",MANUEL GILBERTO GALVAN ESTRADA,ERVIN HUMBERTO LÓPEZ DE LEÓN,Sin restricciones,430,680,0430,LABORATORIO DE INGENIERIA QUIMICA 2,['Sabado']
0430 LABORATORIO DE INGENIERIA QUIMICA 2,Clase normal,N,PRESENCIAL,T-5,L-OP-UNI,16:30,20:40,"[None, None, None, 'X', None, None, None]",MANUEL GILBERTO GALVAN ESTRADA,ERVIN HUMBERTO LÓPEZ DE LEÓN,Sin restricciones,990,1240,0430,LABORATORIO DE INGENIERIA QUIMICA 2,['Jueves']
0431 ECONOMIA DE LOS RECURSOS NATURALES RENOVABLES,Clase normal,N,VIRTUAL,MEET,VIRTUAL,18:10,19:50,"[None, 'X', None, 'X', None, None, None]",MARIA ALEJANDRA MA VILLATORO,,Sin restricciones,1090,1190,0431,ECONOMIA DE LOS RECURSOS NATURALES RENOVABLES,"['Martes', 'Jueves']"
0432 DINAMICA DE PROCESOS QUIMICOS,Clase normal,N,VIRTUAL,MEET,VIRTUAL,19:50,20:40,"[None, 'X', None, 'X', None, None, None]",GERARDO RENE ROBLES ALFONSO,,Sin restricciones,1190,1240,0432,DINAMICA DE PROCESOS QUIMICOS,"['Martes', 'Jueves']"
0434 PROCESOS QUIMICOS INDUSTRIALES,Clase normal,P,PRESENCIAL,T-5,302,19:00,19:50,"['X', None, 'X', None, 'X', None, None]",VICTOR MANUEL MONZON VALDEZ,,Sin restricciones,1140,1190,0434,PROCESOS QUIMICOS INDUSTRIALES,"['Lunes', 'Miercoles', 'Viernes']"
0436 DISE\O DE EQUIPO,Clase normal,N,PRESENCIAL,T-5,302,18:10,19:00,"['X', None, 'X', None, 'X', None, None]",ORLANDO POSADAS VALDEZ,,Sin restricciones,1090,1140,0436,DISE\O DE EQUIPO,"['Lunes', 'Miercoles', 'Viernes']"
0437 CONTROL DE CONTAMINANTES INDUSTRIALES,Clase normal,N,HÍBRIDA,HIBR,VIRTUAL,19:00,19:50,"[None, 'X', None, 'X', None, None, None]",JORGE MARIO ESTRADA ASTURIAS,,Sin restricciones,1140,1190,0437,CONTROL DE CONTAMINANTES INDUSTRIALES,"['Martes', 'Jueves']"
0439 INGENIERIA TEXTIL 2,Clase normal,N,HÍBRIDA,HIBR,VIRTUAL,17:20,18:10,"[None, 'X', None, 'X', None, None, None]",NORA LEONOR GARCIA TOBAR,,Sin restricciones,1040,1090,0439,INGENIERIA TEXTIL 2,"['Martes', 'Jueves']"
0440 MICROBIOLOGIA,Clase normal,A,PRESENCIAL,T-5,303,10:40,11:30,"['X', None, 'X', None, 'X', None, None]",PABLO ENRIQUE MORALES PANIAGUA,,Sin restricciones,640,690,0440,MICROBIOLOGIA,"['Lunes', 'Miercoles', 'Viernes']"
0440 MICROBIOLOGIA,Clase normal,M,PRESENCIAL,T-5,303,10:40,11:30,"['X', None, 'X', None, 'X', None, None]",PABLO ENRIQUE MORALES PANIAGUA,,Sin restricciones,640,690,0440,MICROBIOLOGIA,"['Lunes', 'Miercoles', 'Viernes']"
0440 MICROBIOLOGIA,Clase normal,N,PRESENCIAL,T-5,LAB-MIC,17:20,18:10,"['X', None, 'X', None, 'X', None, None]",CARLOS SALVADOR WONG DAVI,JOSE ALBERTO MEDINA CALGUA,Sin restricciones,1040,1090,0440,MICROBIOLOGIA,"['Lunes', 'Miercoles', 'Viernes']"
0440 MICROBIOLOGIA,laboratorio,_A,PRESENCIAL,T-5,LAB-MIC,08:00,12:10,"[None, 'X', None, None, None, None, None]",PABLO ENRIQUE MORALES PANIAGUA,,Sin restricciones,480,730,0440,MICROBIOLOGIA,['Martes']
0440 MICROBIOLOGIA,laboratorio,_N,PRESENCIAL,T-5,LAB-MIC,17:20,20:40,"[None, 'X', None, None, None, None, None]",CARLOS SALVADOR WONG DAVI,JOSE ALBERTO MEDINA CALGUA,Sin restricciones,1040,1240,0440,MICROBIOLOGIA,['Martes']
0440 MICROBIOLOGIA,laboratorio,_P,PRESENCIAL,T-5,LAB-MIC,17:20,20:40,"[None, None, None, 'X', None, None, None]",CARLOS SALVADOR WONG DAVI,JOSE ALBERTO MEDINA CALGUA,Sin restricciones,1040,1240,0440,MICROBIOLOGIA,['Jueves']
0441 MANEJO ADECUADO DE LOS DESECHOS SOLIDOS,Clase normal,N,VIRTUAL,MEET,VIRTUAL,16:30,18:10,"[None, 'X', None, 'X', None, None, None]",JAIME DOMINGO CARRANZA GONZALEZ,,Sin restricciones,990,1090,0441,MANEJO ADECUADO DE LOS DESECHOS SOLIDOS,"['Martes', 'Jueves']"
0442 BIOINGENIERIA 1,Clase normal,N,VIRTUAL,MEET,VIRTUAL,15:40,16:30,"[None, 'X', None, 'X', None, None, None]",HILDA PIEDAD PALMA RAMOS,JUAN AURELIO RODRÍGUEZ GARCÍA,Sin restricciones,940,990,0442,BIOINGENIERIA 1,"['Martes', 'Jueves']"
0450 GEOLOGIA,Clase normal,A,PRESENCIAL,T-3,105,10:40,11:30,"[None, 'X', None, 'X', None, None, None]",CARLA DEYANIRA GORDILLO DE MARCHENA,DIEGO ALFREDO ARREAGA NATARENO,Sin restricciones,640,690,0450,GEOLOGIA,"['Martes', 'Jueves']"
0450 GEOLOGIA,Clase normal,N,PRESENCIAL,T-3,105,15:40,16:30,"[None, 'X', None, 'X', None, None, None]",CARLA DEYANIRA GORDILLO DE MARCHENA,DIEGO ALFREDO ARREAGA NATARENO,Sin restricciones,940,990,0450,GEOLOGIA,"['Martes', 'Jueves']"
0452 CIENCIA DE LOS MATERIALES,Clase normal,A,PRESENCIAL,T-3,216,09:00,09:50,"['X', None, 'X', None, 'X', None, None]",AURELIA ANABELA CORDOVA ESTRADA,,Sin restricciones,540,590,0452,CIENCIA DE LOS MATERIALES,"['Lunes', 'Miercoles', 'Viernes']"
0452 CIENCIA DE LOS MATERIALES,Clase normal,N+,PRESENCIAL,T-7,202,14:00,14:50,"['X', None, 'X', None, 'X', None, None]",RIGOBERTO RAFAEL SANDOVAL LOPEZ,WALTER VICENTE GUEVARA VALDEZ,Ver Restricciones,840,890,0452,CIENCIA DE LOS MATERIALES,"['Lunes', 'Miercoles', 'Viernes']"
0452 CIENCIA DE LOS MATERIALES,Clase normal,N-,PRESENCIAL,T-7,201,14:00,14:50,"['X', None, 'X', None, 'X', None, None]",MILTON ALEXANDER FUENTES OROZCO,TAREK MAURICIO MONCADA SÁNCHEZ,Ver Restricciones,840,890,0452,CIENCIA DE LOS MATERIALES,"['Lunes', 'Miercoles', 'Viernes']"
0452 CIENCIA DE LOS MATERIALES,Clase normal,P+,PRESENCIAL,T-7,202,14:50,15:40,"['X', None, 'X', None, 'X', None, None]",MILTON ALEXANDER FUENTES OROZCO,VICTOR NOÉ PÉREZ CORONADO,Ver Restricciones,890,940,0452,CIENCIA DE LOS MATERIALES,"['Lunes', 'Miercoles', 'Viernes']"
0452 CIENCIA DE LOS MATERIALES,Clase normal,P-,PRESENCIAL,T-7,106,14:50,15:40,"['X', None, 'X', None, 'X', None, None]",CARLOS SNELL CHICOL MORALES,,Ver Restricciones,890,940,0452,CIENCIA DE LOS MATERIALES,"['Lunes', 'Miercoles', 'Viernes']"
0452 CIENCIA DE LOS MATERIALES,Clase normal,R+,PRESENCIAL,T-7,106,19:00,19:50,"['X', None, 'X', None, 'X', None, None]",CARLOS SNELL CHICOL MORALES,,Ver Restricciones,1140,1190,0452,CIENCIA DE LOS MATERIALES,"['Lunes', 'Miercoles', 'Viernes']"
0452 CIENCIA DE LOS MATERIALES,Clase normal,R-,PRESENCIAL,T-7,103,19:00,19:50,"['X', None, 'X', None, 'X', None, None]",RIGOBERTO RAFAEL SANDOVAL LOPEZ,,Ver Restricciones,1140,1190,0452,CIENCIA DE LOS MATERIALES,"['Lunes', 'Miercoles', 'Viernes']"
0452 CIENCIA DE LOS MATERIALES,Clase normal,S,PRESENCIAL,T-7,106,17:20,18:10,"['X', None, 'X', None, 'X', None, None]",CARLOS SNELL CHICOL MORALES,,Sin restricciones,1040,1090,0452,CIENCIA DE LOS MATERIALES,"['Lunes', 'Miercoles', 'Viernes']"
0453 MATERIALES DE CONSTRUCCION 1,Clase normal,A,PRESENCIAL,T-3,211,07:10,08:00,"['X', None, 'X', None, 'X', None, None]",MILTON LENIN HERNANDEZ GONZALEZ,,Sin restricciones,430,480,0453,MATERIALES DE CONSTRUCCION 1,"['Lunes', 'Miercoles', 'Viernes']"
0453 MATERIALES DE CONSTRUCCION 1,Clase normal,N,PRESENCIAL,T-3,211,13:10,14:00,"['X', None, 'X', None, 'X', None, None]",JOSE GABRIEL ORDONEZ MORALES,,Sin restricciones,790,840,0453,MATERIALES DE CONSTRUCCION 1,"['Lunes', 'Miercoles', 'Viernes']"
0453 MATERIALES DE CONSTRUCCION 1,laboratorio,1,PRESENCIAL,T-5,CII,14:50,16:30,"['X', None, None, None, None, None, None]",DILMA YANET MEJICANOS JOL,LUIS PEDRO VIELMAN RIVAS,Sin restricciones,890,990,0453,MATERIALES DE CONSTRUCCION 1,['Lunes']
0453 MATERIALES DE CONSTRUCCION 1,laboratorio,2,PRESENCIAL,T-5,CII,17:20,19:00,"['X', None, None, None, None, None, None]",BRANDON EDEVAÍR ESTRADA TARACENA,LUIS PEDRO VIELMAN RIVAS,Sin restricciones,1040,1140,0453,MATERIALES DE CONSTRUCCION 1,['Lunes']
0453 MATERIALES DE CONSTRUCCION 1,laboratorio,4,PRESENCIAL,T-5,CII,14:50,16:30,"[None, None, 'X', None, None, None, None]",DILMA YANET MEJICANOS JOL,LUIS PEDRO VIELMAN RIVAS,Sin restricciones,890,990,0453,MATERIALES DE CONSTRUCCION 1,['Miercoles']
0453 MATERIALES DE CONSTRUCCION 1,laboratorio,5,PRESENCIAL,T-5,CII,07:10,08:50,"[None, None, None, 'X', None, None, None]",BRANDON EDEVAÍR ESTRADA TARACENA,LUIS PEDRO VIELMAN RIVAS,Sin restricciones,430,530,0453,MATERIALES DE CONSTRUCCION 1,['Jueves']
0454 METALURGIA Y METALOGRAFIA,Clase normal,N,PRESENCIAL,T-7,101,19:00,19:50,"['X', None, 'X', None, 'X', None, None]",HERBERT SAMUEL FIGUEROA AVENDAÑO,MARVIN ALEXANDER ACABAL VALDIZON,Sin restricciones,1140,1190,0454,METALURGIA Y METALOGRAFIA,"['Lunes', 'Miercoles', 'Viernes']"
0454 METALURGIA Y METALOGRAFIA,Clase normal,P,PRESENCIAL,T-7,202,19:50,20:40,"['X', None, 'X', None, 'X', None, None]",HUGO LEONEL RAMIREZ ORTIZ,,Sin restricciones,1190,1240,0454,METALURGIA Y METALOGRAFIA,"['Lunes', 'Miercoles', 'Viernes']"
0454 METALURGIA Y METALOGRAFIA,laboratorio,_A,PRESENCIAL,T-7,LAB-MEC,17:20,19:00,"['X', None, None, None, None, None, None]",HUGO LEONEL RAMIREZ ORTIZ,,Sin restricciones,1040,1140,0454,METALURGIA Y METALOGRAFIA,['Lunes']
0454 METALURGIA Y METALOGRAFIA,laboratorio,_B,PRESENCIAL,T-7,LAB-MEC,17:20,19:00,"[None, 'X', None, None, None, None, None]",HUGO LEONEL RAMIREZ ORTIZ,,Sin restricciones,1040,1140,0454,METALURGIA Y METALOGRAFIA,['Martes']
0454 METALURGIA Y METALOGRAFIA,laboratorio,_C,PRESENCIAL,T-7,LAB-MEC,17:20,19:00,"[None, None, 'X', None, None, None, None]",HUGO LEONEL RAMIREZ ORTIZ,,Sin restricciones,1040,1140,0454,METALURGIA Y METALOGRAFIA,['Miercoles']
0454 METALURGIA Y METALOGRAFIA,laboratorio,_D,PRESENCIAL,T-7,LAB-MEC,17:20,19:00,"[None, None, None, 'X', None, None, None]",HUGO LEONEL RAMIREZ ORTIZ,,Sin restricciones,1040,1140,0454,METALURGIA Y METALOGRAFIA,['Jueves']
0454 METALURGIA Y METALOGRAFIA,laboratorio,_E,PRESENCIAL,T-7,LAB-MEC,17:20,19:00,"[None, None, None, None, 'X', None, None]",HUGO LEONEL RAMIREZ ORTIZ,,Sin restricciones,1040,1140,0454,METALURGIA Y METALOGRAFIA,['Viernes']
0455 MATERIALES DE CONSTRUCCION 2,Clase normal,N,PRESENCIAL,T-3,113,14:00,14:50,"['X', None, 'X', None, 'X', None, None]",JOSE GABRIEL ORDONEZ MORALES,,Sin restricciones,840,890,0455,MATERIALES DE CONSTRUCCION 2,"['Lunes', 'Miercoles', 'Viernes']"
0455 MATERIALES DE CONSTRUCCION 2,Clase normal,P,PRESENCIAL,T-3,113,16:30,17:20,"['X', None, 'X', None, 'X', None, None]",JOSE GABRIEL ORDONEZ MORALES,,Sin restricciones,990,1040,0455,MATERIALES DE CONSTRUCCION 2,"['Lunes', 'Miercoles', 'Viernes']"
0455 MATERIALES DE CONSTRUCCION 2,laboratorio,3,PRESENCIAL,T-5,CII,07:10,08:50,"[None, 'X', None, None, None, None, None]",BRANDON EDEVAÍR ESTRADA TARACENA,LUIS PEDRO VIELMAN RIVAS,Sin restricciones,430,530,0455,MATERIALES DE CONSTRUCCION 2,['Martes']
0455 MATERIALES DE CONSTRUCCION 2,laboratorio,6,PRESENCIAL,T-5,CII,14:50,16:30,"[None, None, None, None, 'X', None, None]",DILMA YANET MEJICANOS JOL,LUIS PEDRO VIELMAN RIVAS,Sin restricciones,890,990,0455,MATERIALES DE CONSTRUCCION 2,['Viernes']
0458 MECANICA DE SUELOS 1,Clase normal,N,HÍBRIDA,HIBR,VIRTUAL,14:50,15:40,"['X', None, 'X', None, 'X', None, None]",OMAR ENRIQUE MEDRANO MENDEZ,,Sin restricciones,890,940,0458,MECANICA DE SUELOS 1,"['Lunes', 'Miercoles', 'Viernes']"
0458 MECANICA DE SUELOS 1,laboratorio,_1,PRESENCIAL,T-5,CII,14:00,15:40,"[None, 'X', None, None, None, None, None]",OMAR ENRIQUE MEDRANO MENDEZ,,Sin restricciones,840,940,0458,MECANICA DE SUELOS 1,['Martes']
0458 MECANICA DE SUELOS 1,laboratorio,_2,PRESENCIAL,T-5,CII,15:40,17:20,"[None, 'X', None, None, None, None, None]",MIGDALIA AZUCENA DEL CID,,Sin restricciones,940,1040,0458,MECANICA DE SUELOS 1,['Martes']
0458 MECANICA DE SUELOS 1,laboratorio,_3,PRESENCIAL,T-5,CII,14:00,15:40,"[None, None, None, 'X', None, None, None]",OMAR ENRIQUE MEDRANO MENDEZ,,Sin restricciones,840,940,0458,MECANICA DE SUELOS 1,['Jueves']
0458 MECANICA DE SUELOS 1,laboratorio,_4,PRESENCIAL,T-5,CII,15:40,17:20,"[None, None, None, 'X', None, None, None]",MIGDALIA AZUCENA DEL CID,,Sin restricciones,940,1040,0458,MECANICA DE SUELOS 1,['Jueves']
0460 PAVIMENTOS,Clase normal,P,HÍBRIDA,HIBR,VIRTUAL,18:10,19:00,"[None, None, None, 'X', None, None, None]",WUILLIAN RICARDO YON CHAVARRIA,,Sin restricciones,1090,1140,0460,PAVIMENTOS,['Jueves']
0460 PAVIMENTOS,Clase normal,P,HÍBRIDA,HIBR,VIRTUAL,18:10,19:50,"[None, 'X', None, None, None, None, None]",WUILLIAN RICARDO YON CHAVARRIA,,Sin restricciones,1090,1190,0460,PAVIMENTOS,['Martes']
0462 ELECTRICIDAD Y ELECTRONICA BASICA,Clase normal,A,PRESENCIAL,T-3,114,09:50,10:40,"['X', None, 'X', None, 'X', None, None]",INGRID SALOME RODRIGUEZ DE LOUKOTA,,Sin restricciones,590,640,0462,ELECTRICIDAD Y ELECTRONICA BASICA,"['Lunes', 'Miercoles', 'Viernes']"
0462 ELECTRICIDAD Y ELECTRONICA BASICA,Clase normal,N+,HÍBRIDA,HIBR,VIRTUAL,15:40,16:30,"['X', None, 'X', None, 'X', None, None]",MARÍA LORENA RIZZO LÓPEZ,,Ver Restricciones,940,990,0462,ELECTRICIDAD Y ELECTRONICA BASICA,"['Lunes', 'Miercoles', 'Viernes']"
